Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SalePrice,House_Age,Years_Since_Modified,Garage_Age,TotalBaths,LivingArea,PorchDeckSF
1226,80,RL,65.0,10482,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,3,4,CBlock,3,3,3,6,507,1,0,81,588,GasA,5,1,SBrkr,1138,0,0,1138,0,1,1,0,3,1,3,5,0,0,Attchd,2,264,3,3,Y,224,0,0,0,0,0,0,MnWw,None,0,145000,49,49,49.0,1.0,1726,224
1227,60,RL,86.0,14598,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,4,3,PConc,4,3,2,1,0,1,0,894,894,GasA,5,1,SBrkr,894,1039,0,1933,0,0,2,1,4,1,4,5,1,4,BuiltIn,3,668,3,3,Y,100,18,0,0,0,0,0,NoFence,None,0,214000,1,1,1.0,2.5,2827,118
1228,20,RL,72.0,8872,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,3,3,CBlock,3,3,1,5,595,1,0,317,912,GasA,5,1,SBrkr,912,0,0,912,1,0,1,0,2,1,4,5,0,0,Detchd,1,576,3,3,Y,0,240,0,0,0,0,0,NoFence,None,0,147000,43,0,16.0,1.0,1824,240
1229,120,RL,65.0,8769,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,5,3,PConc,5,3,1,6,1540,1,0,162,1702,GasA,5,1,SBrkr,1702,0,0,1702,1,0,1,1,1,1,5,5,1,4,Attchd,3,1052,3,3,Y,0,72,0,0,224,0,0,NoFence,None,0,367294,0,0,0.0,1.5,3404,296
1230,80,RL,70.0,7910,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,Hip,CompShg,BrkFace,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,666,1,0,409,1075,GasA,4,1,SBrkr,1507,0,0,1507,0,0,2,0,4,1,3,2,0,0,Basment,1,404,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,127000,48,48,48.0,2.0,2582,0
1231,90,RL,81.72158146384129,18890,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,Shed,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,1,6,498,3,211,652,1361,GasA,5,1,SBrkr,1361,1259,0,2620,0,0,2,2,4,2,3,5,1,3,BuiltIn,2,600,3,3,N,155,24,145,0,0,0,0,NoFence,Gar2,8300,190000,30,30,30.0,3.0,3981,324
1232,90,RL,70.0,7728,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,3,3,CBlock,3,3,3,5,803,1,0,303,1106,GasA,3,1,SBrkr,1190,0,0,1190,1,0,1,0,3,1,3,5,0,0,Attchd,1,540,3,3,Y,0,18,0,0,0,0,0,GdWo,None,0,132500,44,44,44.0,1.0,2296,18
1233,90,RL,70.0,9842,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,SBrkr,1224,0,0,1224,0,0,2,0,2,2,3,5,0,0,CarPort,1,462,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,101800,45,45,45.0,2.0,1224,0
1234,20,RL,72.93355566525592,12160,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,3,3,CBlock,3,3,1,3,1000,1,0,188,1188,GasA,2,1,SBrkr,1188,0,0,1188,1,0,1,0,3,1,3,5,0,0,Attchd,2,531,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,142000,51,51,51.0,1.0,2376,0
1235,70,RH,55.0,8525,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,3,1,0,1,0,940,940,GasA,3,0,FuseA,1024,940,0,1964,0,0,1,1,4,1,3,5,0,0,NoGarage,0,0,0,0,N,0,192,0,0,0,0,0,NoFence,None,0,130000,97,58,-42.0,1.5,2904,192
1236,70,RL,96.0,13132,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,1,0,1,0,747,747,GasA,4,1,FuseF,892,892,0,1784,0,0,1,1,4,1,3,5,0,0,Detchd,1,180,2,2,N,203,40,0,0,0,0,0,NoFence,None,0,138887,92,56,92.0,1.5,2531,243
1237,160,RL,36.0,2628,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4,3,1,1,0,1,0,764,764,GasA,5,1,SBrkr,764,862,0,1626,0,0,2,1,2,1,4,5,0,0,BuiltIn,2,474,3,3,Y,0,27,0,0,0,0,0,NoFence,None,0,175500,7,7,7.0,2.5,2390,27
1238,60,RL,41.0,12393,Pave,NoAlley,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,847,847,GasA,5,1,SBrkr,847,1101,0,1948,0,0,2,1,4,1,4,5,1,4,BuiltIn,3,434,3,3,Y,100,48,0,0,0,0,0,NoFence,None,0,195000,2,1,2.0,2.5,2795,148
1239,20,RL,63.0,13072,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,1141,1141,GasA,5,1,SBrkr,1141,0,0,1141,0,0,1,1,3,1,3,5,0,0,Detchd,1,484,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,142500,1,1,1.0,1.5,2282,0
1240,20,RL,64.0,9037,Pave,NoAlley,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,4,3,PConc,4,3,3,6,428,1,0,1048,1476,GasA,5,1,SBrkr,1484,0,0,1484,0,0,2,0,2,1,5,5,1,4,Attchd,2,472,3,3,Y,120,33,0,0,0,0,0,NoFence,None,0,265900,1,1,1.0,2.0,2960,153
1241,60,RL,65.0,8158,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,4,3,PConc,4,3,1,6,550,1,0,334,884,GasA,5,1,SBrkr,884,884,0,1768,1,0,2,1,3,1,4,5,0,0,Attchd,2,543,3,3,Y,0,63,0,0,0,0,0,NoFence,None,0,224900,5,5,5.0,2.5,2652,63
1242,20,RL,83.0,9849,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4,3,3,1,0,1,0,1689,1689,GasA,5,1,SBrkr,1689,0,0,1689,0,0,2,0,3,1,4,5,0,0,Attchd,2,954,3,3,Y,0,56,0,0,0,0,0,NoFence,None,0,248328,0,0,0.0,2.0,3378,56
1243,85,RL,85.0,10625,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,3,3,CBlock,4,3,4,6,885,2,168,0,1053,GasA,3,1,SBrkr,1173,0,0,1173,1,0,2,0,3,1,4,5,2,3,Attchd,2,528,3,3,Y,0,120,0,0,0,0,0,MnPrv,None,0,170000,36,36,36.0,2.0,2226,120
1244,20,RL,107.0,13891,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,3,PConc,5,4,4,6,1386,1,0,690,2076,GasA,5,1,SBrkr,2076,0,0,2076,1,0,2,1,2,1,5,5,1,4,Attchd,3,850,3,3,Y,216,229,0,0,0,0,0,NoFence,None,0,465000,0,0,0.0,2.5,4152,445
1245,70,RL,71.98685154876641,11435,Pave,NoAlley,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,BrkFace,Stucco,None,0.0,3,3,PConc,4,3,1,1,0,1,0,792,792,GasA,2,1,SBrkr,792,725,0,1517,0,0,1,0,3,1,4,5,2,4,Detchd,1,400,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,230000,77,56,75.0,1.0,2309,0
1246,80,RL,78.0,12090,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,3,CBlock,4,3,1,1,0,1,0,585,585,GasA,5,1,SBrkr,1140,728,0,1868,0,0,3,1,3,1,3,5,1,3,BuiltIn,3,477,3,3,Y,268,112,0,0,147,0,0,NoFence,None,0,178000,23,4,23.0,3.5,2453,527
1247,60,FV,65.0,8125,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,756,756,GasA,5,1,SBrkr,756,797,0,1553,0,0,2,1,3,1,4,5,0,0,Attchd,2,615,3,3,Y,0,45,0,0,0,0,0,NoFence,None,0,186500,1,0,1.0,2.5,2309,45
1248,80,RL,73.1529298605252,12328,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,3,3,CBlock,3,3,3,6,539,1,0,473,1012,GasA,3,1,SBrkr,1034,0,0,1034,1,0,1,0,3,1,3,5,0,0,Attchd,1,888,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,169900,34,34,34.0,1.0,2046,0
1249,75,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,BrkTil,4,3,1,3,319,1,0,416,735,OthW,2,0,SBrkr,1134,924,0,2058,0,0,1,1,3,1,3,5,1,4,Detchd,1,396,2,2,P,0,0,259,0,0,0,0,NoFence,None,0,129500,91,58,58.0,1.5,2793,259
1250,20,RL,60.0,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,534,3,96,246,876,GasA,3,1,SBrkr,988,0,0,988,0,0,1,0,3,1,3,5,0,0,Attchd,1,276,3,3,Y,0,80,0,0,0,0,0,NoFence,None,0,119000,57,57,57.0,1.0,1864,80
1251,20,RL,93.0,11160,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,3,3,1,5,1065,1,0,1045,2110,GasA,5,1,SBrkr,2110,0,0,2110,1,0,2,1,3,1,5,5,2,3,Attchd,3,522,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,244000,42,42,42.0,2.5,4220,0
1252,120,RL,61.15002746221961,3136,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,4,3,PConc,4,3,1,1,0,1,0,1405,1405,GasA,5,1,SBrkr,1405,0,0,1405,0,0,2,0,2,1,4,5,1,4,Attchd,2,478,3,3,Y,148,36,0,0,0,0,0,NoFence,None,0,171750,3,3,3.0,2.0,2810,184
1253,20,RL,62.0,9858,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,510,1,0,354,864,GasA,3,1,SBrkr,874,0,0,874,1,0,1,0,3,1,3,5,0,0,Attchd,2,288,3,3,Y,33,0,0,0,0,0,0,GdWo,Shed,600,130000,41,41,41.0,1.0,1738,33
1254,60,RL,79.96136470656148,17542,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,4,2,125,5,1031,36,1192,GasA,3,1,SBrkr,1516,651,0,2167,1,0,2,1,3,1,4,5,2,4,Attchd,2,518,3,3,Y,220,47,0,0,0,0,0,MnPrv,None,0,294000,33,4,33.0,2.5,3359,267
1255,60,RL,60.0,6931,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,4,3,PConc,4,3,1,1,0,1,0,746,746,GasA,5,1,SBrkr,760,896,0,1656,0,0,2,1,3,1,4,5,1,4,BuiltIn,3,397,3,3,Y,178,128,0,0,0,0,0,NoFence,None,0,165400,5,4,5.0,2.5,2402,306
1256,50,RM,52.0,6240,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,1,2,425,1,0,459,884,GasA,3,1,FuseA,959,408,0,1367,0,0,1,0,3,1,3,5,1,4,Detchd,1,560,3,3,Y,0,0,0,0,120,0,0,NoFence,None,0,127500,76,57,29.0,1.0,2251,120
1257,20,RL,91.0,14303,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,4,3,PConc,4,3,4,6,1314,1,0,672,1986,GasA,5,1,SBrkr,1987,0,0,1987,1,0,2,0,2,1,4,5,1,3,Attchd,3,691,3,3,Y,262,36,0,0,0,0,0,NoFence,None,0,301500,14,14,14.0,2.0,3973,298
1258,30,RL,56.0,4060,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,2,3,1,1,0,1,0,864,864,GasA,5,1,SBrkr,864,0,0,864,0,0,1,0,2,1,3,5,0,0,NoGarage,0,0,0,0,Y,0,96,0,0,0,0,0,NoFence,None,0,99900,87,59,-41.0,1.0,1728,96
1259,80,RL,59.0,9587,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,4,6,655,1,0,201,856,GasA,5,1,SBrkr,1166,0,0,1166,1,0,2,0,2,1,4,5,0,0,Attchd,3,400,3,3,Y,212,0,0,0,0,0,0,NoFence,None,0,190000,3,3,3.0,2.0,2022,212
1260,20,RL,65.0,9750,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,1,5,602,2,438,14,1054,GasA,4,1,SBrkr,1054,0,0,1054,1,0,1,1,3,1,3,5,0,0,Attchd,1,460,3,3,Y,180,0,0,0,80,0,0,NoFence,None,0,151000,39,39,39.0,1.5,2108,260
1261,60,RL,89.28476800550644,24682,Pave,NoAlley,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0,1,0,841,841,GasA,5,1,SBrkr,892,783,0,1675,0,0,2,1,3,1,3,5,1,3,BuiltIn,3,502,3,3,Y,0,103,0,0,0,0,0,NoFence,None,0,181000,10,10,10.0,2.5,2516,103
1262,20,RL,80.0,9600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,504,1,0,546,1050,GasA,4,1,SBrkr,1050,0,0,1050,0,0,1,0,2,1,3,5,0,0,Attchd,1,338,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,128900,53,53,53.0,1.0,2100,0
1263,50,RL,71.74527877421393,11250,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,1,0,1,0,1104,1104,GasA,5,1,FuseA,1104,684,0,1788,1,0,1,0,5,1,3,4,2,3,Attchd,1,304,3,3,Y,120,0,0,0,0,0,0,NoFence,None,0,161500,52,20,52.0,1.0,2892,120
1264,70,RL,60.0,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0,1,0,764,764,GasA,5,1,FuseA,1060,764,0,1824,0,0,1,0,3,1,3,5,1,4,Detchd,1,520,3,3,N,0,0,126,0,0,0,0,GdPrv,None,0,180500,88,57,67.0,1.0,2588,126
1265,120,RH,34.0,4060,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,266,1,0,1139,1405,GasA,5,1,SBrkr,1337,0,0,1337,1,0,2,0,2,1,4,5,0,0,Attchd,3,511,3,3,Y,144,68,0,0,0,0,0,NoFence,None,0,181000,10,9,10.0,2.0,2742,212
1266,160,FV,35.0,3735,Pave,NoAlley,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,4,3,PConc,4,3,1,6,450,1,0,241,691,GasA,5,1,SBrkr,713,739,0,1452,1,0,2,1,3,1,4,5,0,0,Detchd,1,506,3,3,Y,0,34,0,0,0,0,0,NoFence,None,0,183900,7,7,7.0,2.5,2143,34
1267,190,RM,60.0,10120,Pave,NoAlley,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,3,3,1,1,0,1,0,925,925,GasA,3,0,FuseF,964,925,0,1889,0,0,1,1,4,2,3,5,1,4,Detchd,1,308,3,3,N,0,0,264,0,0,0,0,MnPrv,None,0,122000,97,57,47.0,1.5,2814,264
1268,20,RL,89.0,13214,Pave,NoAlley,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,Stucco,CmentBd,None,0.0,5,3,PConc,5,3,4,1,0,1,0,2002,2002,GasA,5,1,SBrkr,2018,0,0,2018,0,0,2,0,3,1,5,5,1,4,Attchd,3,746,3,3,Y,144,76,0,0,0,0,0,NoFence,None,0,378500,2,1,1.0,2.0,4020,220
1269,50,RL,75.4668053011037,14100,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,3,4,CBlock,3,3,2,3,192,1,0,536,728,GasA,5,1,SBrkr,1968,1479,0,3447,0,0,3,1,4,1,4,5,2,4,BuiltIn,1,1014,3,3,Y,314,12,0,0,0,0,0,GdWo,None,0,381000,73,11,26.0,3.5,4175,326
1270,50,RL,78.0,11344,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,3,3,1,4,460,1,0,414,874,GasW,3,1,FuseA,874,650,0,1524,0,0,1,1,3,1,3,5,0,0,Attchd,1,315,3,3,Y,0,0,0,0,0,0,0,GdWo,None,0,144000,49,49,49.0,1.5,2398,0
1271,40,RL,87.86536473016287,23595,Pave,NoAlley,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,Shed,WdShake,Plywood,Plywood,None,0.0,4,3,PConc,4,3,4,6,1258,1,0,74,1332,GasA,3,1,SBrkr,1332,192,0,1524,2,0,0,1,0,1,4,5,1,3,Attchd,3,586,3,3,Y,268,0,0,0,0,0,0,NoFence,None,0,260000,31,31,31.0,0.5,2856,268
1272,20,RL,69.01093612603594,9156,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,1489,1489,GasA,4,1,SBrkr,1489,0,0,1489,0,0,2,0,3,1,4,5,1,4,Attchd,2,462,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,185750,41,41,41.0,2.0,2978,0
1273,20,RL,74.7172768006003,13526,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,3,3,CBlock,3,3,1,4,560,2,375,0,935,GasA,3,1,SBrkr,935,0,0,935,1,0,1,0,3,1,3,5,0,0,Attchd,1,288,3,3,Y,180,0,0,0,0,0,0,MnPrv,None,0,137000,41,41,41.0,1.0,1870,180
1274,80,RL,124.0,11512,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,3,3,CBlock,3,3,3,5,719,1,0,300,1019,GasA,4,1,SBrkr,1357,0,0,1357,1,0,1,0,2,1,5,5,1,4,Basment,2,312,3,3,Y,0,0,0,0,163,0,0,GdPrv,None,0,177000,49,2,49.0,1.0,2376,163
1275,50,RL,53.0,5362,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,1,1,0,1,0,661,661,GasA,5,1,SBrkr,661,589,0,1250,0,0,2,0,3,1,3,5,1,4,Detchd,1,552,3,3,Y,242,0,81,0,0,0,0,NoFence,None,0,139000,97,4,22.0,2.0,1911,323
1276,90,RL,95.0,11345,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,Gable,Roll,AsbShng,AsbShng,Stone,567.0,3,3,CBlock,3,3,1,3,220,1,0,708,928,GasA,4,1,FuseA,928,992,0,1920,0,0,2,0,4,2,3,5,0,0,Detchd,1,400,3,2,Y,0,0,0,0,0,0,0,NoFence,None,0,137000,59,57,59.0,2.0,2848,0
1277,60,RL,73.94685551959503,12936,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,4,1,4,593,1,0,130,723,GasA,3,1,SBrkr,735,660,0,1395,0,1,1,1,3,1,3,5,1,3,Attchd,1,497,3,3,Y,294,116,0,0,0,0,0,NoFence,None,0,162000,37,37,37.0,1.5,2118,410
1278,80,RL,80.39097250563051,17871,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,3,3,CBlock,4,3,3,5,528,1,0,1152,1680,GasA,2,1,SBrkr,1724,0,0,1724,1,0,1,1,3,1,3,5,1,4,Attchd,2,480,3,3,Y,0,0,0,0,0,0,0,NoFence,None,0,197900,42,33,42.0,1.5,3404,0
1279,60,RL,75.0,9473,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,804,1,0,324,1128,GasA,5,1,SBrkr,1128,903,0,2031,1,0,2,1,3,1,4,5,1,4,Attchd,2,577,3,3,Y,0,211,0,0,0,0,0,NoFence,None,0,237000,6,6,6.0,2.5,3159,211
1281,20,RL,67.0,9808,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,4,3,PConc,4,3,1,6,788,1,0,785,1573,GasA,5,1,SBrkr,1573,0,0,1573,1,0,2,0,3,1,4,5,0,0,Attchd,2,544,3,3,Y,0,72,0,0,0,0,0,NoFence,None,0,227000,7,7,7.0,2.0,3146,72
1282,20,RL,50.0,8049,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,3,3,CBlock,4,3,1,5,1053,1,0,256,1309,GasA,3,1,SBrkr,1339,0,0,1339,1,0,2,0,2,1,3,5,1,3,Attchd,3,484,4,4,Y,0,58,0,0,90,0,0,NoFence,None,0,180000,16,16,16.0,2.0,2648,148
1283,20,RL,61.0,8800,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,2,2,532,3,144,364,1040,GasA,3,1,SBrkr,1040,0,0,1040,0,0,2,0,3,1,4,5,0,0,Detchd,1,484,3,3,Y,0,0,0,0,288,0,0,NoFence,None,0,150500,32,1,32.0,2.0,2080,288
